;Chapter Sec;Chapter ID;Chapter Type;Chapter Requirement;Function Sec;Function ID;Function Type;Function Requirement;Hazard Sec;Hazard ID;Hazard Type;Hazard Requirement;Cause Sec;Cause ID;Cause Type;Cause Requirement;Measure Sec;Measure ID;Measure Type;Measure Requirement;Measure Description
142;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.2;563725;Hazard;Crushing by or collision with falling or tipping objects with high potential energy and / or contact force / pressure (HS_051);4.12.1.2.5;563736;Cause;System tips over during movement or during braking process: Curve radius too small in relation to speed;4.12.1.2.5.1;563737;Measure;Reference - Limit system centrifugal acceleration;<XREF>563681</XREF>
143;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.2;563725;Hazard;Crushing by or collision with falling or tipping objects with high potential energy and / or contact force / pressure (HS_051);4.12.1.2.6;563766;Cause;System tips over during movement or during braking process: Normal braking ramp is too harsh;4.12.1.2.6.1;563767;Measure;Reference - Prevent tip over by mechanical design;<XREF>563730</XREF>
144;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.2;563725;Hazard;Crushing by or collision with falling or tipping objects with high potential energy and / or contact force / pressure (HS_051);4.12.1.2.6;563766;Cause;System tips over during movement or during braking process: Normal braking ramp is too harsh;4.12.1.2.6.2;563768;Measure;Reference - System acceleration and deceleration limits;<XREF>563680</XREF>
145;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.2;563725;Hazard;Crushing by or collision with falling or tipping objects with high potential energy and / or contact force / pressure (HS_051);4.12.1.2.7;580818;Cause;System lifts at one side during braking process;4.12.1.2.7.1;580819;Measure;Reference - Prevent tip over by mechanical design;<XREF>563730</XREF>
110;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.1;562459;Hazard;Crushing by or collision with objects moving with high kinetic energy and / or high contact force or pressure (HS_042);4.12.1.1.13;571881;Cause;Collision sensor is active, operator moves further into collision by technical error (e. g. joystick deflection sensor);4.12.1.1.13.1;571882;Measure;Reference - Behaviour in collision;<XREF>563719</XREF>
146;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.1;563633;Cause;Two operators attempt to initiate system movements at the same time (intentionally);4.12.1.3.1.1;563634;Measure;Only one active movement control element at a time;The system shall be designed in such a way that if a control element (e.g. , button or handle) is actively used for a specific movement, operation ofÂ any movement from a different control element is inhibited until theÂ active control element is deactivated.   Â Note:- Emergency stops and in particular collision sensors are not affected and always overrule the action of control elements if activated.   -Â In case a movement has been terminated e.g.  by means of a collision, a new movement can be initiated from a different control device even if the control element that triggered the initial movement is still activated, e.g.  a still pressed button or touched handle.   -Â Initiating more than one movement by pressing more than one button simultaneously at the same device shall also not be possible.   -Â Other system functionalities apart from system movements such as activating the laser light shall not be affected by this requirement and can be performed simultaneously during movements.   
147;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.1;563633;Cause;Two operators attempt to initiate system movements at the same time (intentionally);4.12.1.3.1.2;563635;Measure;Reference - Emergency stop at every point of motorized movement activation;<XREF>562345</XREF>
148;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.1;563633;Cause;Two operators attempt to initiate system movements at the same time (intentionally);4.12.1.3.1.3;569307;Measure;No movement take over across controls;When another control buttonÂ is activated (not controlling the movement) while the movement controlled by another control buttonÂ is stopped, the movement shall be stopped until a deactivation and reactivation of the movement command took place.   
149;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.1;563633;Cause;Two operators attempt to initiate system movements at the same time (intentionally);4.12.1.3.1.4;569308;Measure;Redundant signals from same control button;Only movement release signal pairs from the same control button or from control buttons which share one enable line shall trigger movements.   Note: Chassis handle panel transport position button and chassis handles share the enable line.   
150;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.2;563647;Cause;System moves in wrong direction due to operating error (intentional movement): mix-up of directions or buttons etc.;4.12.1.3.2.1;563648;Measure;Movement preview for position movements;For all position movements, the system shall have an optical indication of the planned system movement (movement preview), as soon as the position movement is selected (not initiated) (e.g.  pictogram, color marking displaying the difference between the current pose and the target pose with respect to the system orientation).   ãExceptions: During image acquisition in any mode no preview is required.    The movement preview shall be shown after the image acquisition has finished.    For movement to the transport and 0/0Â position, no preview is required.   ãNote 1: The operator has the possibility to check the subsequent movement.   ãNote 2: Position movements are e.g. position storage, park & return, default positions.   ãNote 3: Only a preview is required.    The preview is required before start of movement.    During movement, no display is required (functionally it might be reasonable though in order to see whether the desired position has been reached, at least towards the end of the movement sequence), since the operator observes the mechanical movement of the system.   
151;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.2;563647;Cause;System moves in wrong direction due to operating error (intentional movement): mix-up of directions or buttons etc.;4.12.1.3.2.2;563650;Measure;Warning - Collisions during position movements without test run;WARNINGCause: Movement to a predefined position.   Risk: Risk of collision, risk of injury to patient or operator, risk of damage to the system or other equipment.   Remedy: Prior to initiating a movement to a predefined position, check the planned movement path via the movement preview and ensure that the path is free of any obstacles.   Ensure that the patient is fixated at the table and that the table is positioned correctly (tilt etc.   ).    Observe the movement continuously.   
152;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.2;563647;Cause;System moves in wrong direction due to operating error (intentional movement): mix-up of directions or buttons etc.;4.12.1.3.2.3;563651;Measure;Orientation indication for remote movement controls;For control modules where the operator can switch his / her orientation towards the system, the affected control shall indicate the currently selected location of the operator in relation to the system movements.   For controls or buttons which have several functions, it shall be clearly indicated to the operator, which function is currently selected.   Â Note: The operator has the possibility to check the subsequent movement.   
153;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.2;563647;Cause;System moves in wrong direction due to operating error (intentional movement): mix-up of directions or buttons etc.;4.12.1.3.2.4;564191;Measure;Reference - Continuous activation of movements with redundant paths;<XREF>562377</XREF>
154;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.2;563647;Cause;System moves in wrong direction due to operating error (intentional movement): mix-up of directions or buttons etc.;4.12.1.3.2.5;563652;Measure;Reference - Set speed values;The system sets the movement speeds according to different modes and control, see <XREF>569146</XREF>, and in order to meet the overtravel limits <XREF>562465</XREF>ãand to not exceed the speed limits <XREF>563486</XREF> in normal conditions.   
